Pet Name,Pet Birthday,Report AddedOn,Report EditOn,Report Temp,Report Reason,Report History,Report Examination,Report DiagnosticImaging,Report Lab,Report Diagnosis,Report Treatment,Report Plan,Report Prescription,Report Advice,Report Assessment,Report vitals,Report Note,Report Weight,Report WeightUnit,VisitExam ExaminationId,VisitExam ReportsId,VisitExam AddedOn,VisitExam Mentation,VisitExam Posture
Tommy,2015-12-09,2025-12-20T19:45:00.000,,,TUMOR SURGERY,,,,,,MULTIPLE SURGICAL PROCEFDURE DONE DUE TO SCRATCHING AND LICKING OF WOUND BY TOMMY,,,,,,,,Kg,695.0,1081.0,2026-01-05T19:47:09.017,,
June,2024-01-06,2026-01-06T18:56:00.000,,,,,,,,,,,,,,,,,,,,,,
Simba,2025-10-06,2026-01-03T18:59:00.000,,,,,,,,,,,,,,,,,,,,,,
chibbi,2025-03-01,2026-01-01T19:02:00.000,,,,,,,,,,,,,,,,,,,,,,
Shelby,,2026-01-07T15:12:00.000,,,Service for home visit due to vomition and diarrhoea,Incomplete Vaccination,,,,,Ranivapet inj and Ondanvet inj,,"Pantaprazole 10 mg tablet
Two tablet once a day at empty stomach for 5 days",,,,,,Kg,696.0,1085.0,2026-01-08T15:14:28.637,,
Kenji,2025-10-08,2026-01-07T15:17:00.000,,,Vaccination,,,,,,,,,,,,PHC AND ARV Vaccination given,,Kg,697.0,1086.0,2026-01-08T15:18:26.200,,
Sani,2025-09-09,2026-01-09T09:34:00.000,,,,,,,,,Melox inj and Raniva inj,,"My skin lotion
Apply on affected area twice a day

Clavum (Amox clav 5ml=200mg)
1.5 ml twice a day after meal for 5 days",,,,,,Kg,698.0,1087.0,2026-01-09T09:38:25.733,,
Kaju,2025-12-12,2026-01-09T10:08:00.000,,,roundworm and tapeworm infestation,,,,,,"Ventabol
1/4 th tablet once a day","after 1 week 1/4 th tablet
 and then in one month interval for 6 month",,,,,,,Kg,699.0,1088.0,2026-01-09T10:12:05.177,,
Yumi,2025-07-31,2026-01-09T10:24:00.000,2026-01-10T12:01:31.030,,Vomition and Anorexia,1week ago castration,,,,?Viral or Gastroenteritis,Raniva inj and ondan inj,,,If the symtom does not resolve Fluid therapy should be started,,,,,Kg,700.0,1089.0,2026-01-09T10:25:14.910,,
Ruby,2025-02-09,2026-01-09T16:20:00.000,2026-01-11T19:06:51.737,,Spaying,,,,,,,,"Well up 
half tablet once a day after or with meal for 30 days

Deworming tablet
One fourth tablet once 

Sheen & Kleen shampoo
As advised by vet",,,,"Patient exhibited severe bradypnea under anesthesia with a respiratory rate of approx 1 breath per 17 seconds. Due to the high anesthetic risk and concerns for respiratory depression, the planned OVH was postponed. Patient was stabilized and surgery was cancelled in the interest of patient safety",,Kg,701.0,1090.0,2026-01-09T16:20:47.590,,
Yumi,2025-07-31,2026-01-10T12:01:00.000,,,Vomition sign did not resolve,,,,,,"LRS, Pantaprazole inj, Ceftriaxone inj",,,,,,,,Kg,702.0,1091.0,2026-01-10T12:03:01.647,,
cherry,2017-11-16,2026-01-09T12:03:00.000,,,"Anorexia since 1 day, Shivering and lethargic",Complete vaccination and deworming. Past Anal sac imapction history,,,,,,Blood was withdrawn for blood check.,Raniva inj and ondan inj,Blood test was advised,,,Shivering might be due to gastrointestinal upset (Preassumption),16.4,Kg,703.0,1092.0,2026-01-10T12:06:02.557,,
buka,2022-12-19,2026-01-11T18:39:00.000,,,,,,,,,,,,,,,,,,,,,,
Pugu,2025-11-11,2026-01-11T18:42:00.000,,,,,,,,,,,,,,,,,,,,,,
cherry,2017-11-16,2026-01-11T18:46:00.000,,,,,,,,,,,"Rkleen
7 ml once a day after or with meal for 30 days

Pantaprazole 10 mg tablet
Two tablets once a day at empty stomach for 10 days",,,,,16.4,Kg,704.0,1095.0,2026-01-11T18:48:07.137,,
cherry,2017-11-16,2026-01-11T18:48:00.000,,,,,,,,,,,,,,,,,,,,,,
Ruby,2025-02-09,2026-01-11T19:03:00.000,,,,,,,,,,,,,,,,,,,,,,
Kale,,2026-01-11T16:00:00.000,,,Follow up,,,,,,"Hair trimming as per pet parent
My skin spray was applied",,,"My skin spray
Apply on affected Ted area twice a day cont for 15 days",,,,,Kg,705.0,1098.0,2026-01-12T16:01:49.087,,
Kale,,2026-01-11T16:00:00.000,,,Follow up,,,,,,"Hair trimming as per pet parent
My skin spray was applied",,,"My skin spray
Apply on affected Ted area twice a day cont for 15 days",,,,,Kg,706.0,1099.0,2026-01-12T16:01:50.270,,
Lili,2025-09-11,2026-01-10T16:04:00.000,2026-01-12T16:08:25.253,,Loose motion,,,,,,Raniva inj & ondan inj & Deworming tablet,,,Advised for distemper or parvo test,,,,,Kg,709.0,1102.0,2026-01-12T16:05:57.747,,
Lili,2025-09-11,2026-01-11T16:06:00.000,,,Follow up,,,,,,"Saline was given twice with Ranivapet inj, Conciplex inj and dextrose inj",,,,,,"As it was shocked to get informed on 12 Jan 2026
Dog died without any alarming sign as per owner",,Kg,710.0,1103.0,2026-01-12T16:07:35.137,,
sane,2016-10-18,2026-01-12T16:13:00.000,,,"Wound at paw, Continuous licking at paw & Inappetance",Complete vaccination and deworming,,,,,Ranivapet inj and Omitron inj,,,Blood test is advised and blood was withdrawn for further test.,,,,18.0,Kg,711.0,1104.0,2026-01-12T16:15:43.980,,
sane,2016-10-18,2026-01-12T16:15:00.000,,,,,,,,,,,,,,,,,,,,,,
sane,2016-10-18,2026-01-12T16:17:00.000,,,,,,,,,Curapet inj and Ranivapet inj,,"Well up
Two tablets twice a day with or without food for 30 days

Dux Liv syrup
10 ml twice a day with or without food for 30 days.",,,,,18.0,Kg,712.0,1106.0,2026-01-12T16:20:00.227,,
SittalHeight (Mahalxmi),2020-01-14,2026-01-14T18:34:00.000,,,,,,,,,,,,,,,,,,,,,,
Suku,2012-01-15,2026-01-15T16:57:00.000,2026-01-15T17:01:31.613,97.2,"Reluctant to move, Anorexia, Vomition","Complete Vaccination, Unequal size testicles",,,"Creatinine: 2.68
Details on Blood report",,"Normal saline, Pantopet inj & Conciplex inj",,,,,,Renal insufficeincy with Hepatic issue,,Kg,713.0,1108.0,2026-01-15T17:01:07.540,,
Suku,2012-01-15,2026-01-15T17:01:00.000,,,,,,,,,,,,,,,,,,,,,,
Biralo,2025-11-15,2026-01-14T17:05:00.000,,91,Vomition & Diarrhoea,No history of vaccination and diarrhoea,,,,,"LRS, Pantopet inj, Ceftapet inj",,,,,,,,Kg,714.0,1110.0,2026-01-15T17:06:39.173,,
Biralo,2025-01-15,2026-01-13T17:08:00.000,,,,,,,,,,,,,,,,,,,,,,
Biralo,2025-01-15,2026-01-13T17:09:00.000,,,Home visit was done to check skin condition of cat,,,,,Tentative Diagnosis Sarcoptic Mange,Iver & Curadex inj,,,,,,,,Kg,715.0,1112.0,2026-01-15T17:10:39.533,,
Community dog,2025-11-15,2026-01-13T17:12:00.000,,,,,,,,,,,"Well up tablet
Half tablet once a day with or without stomach for 30 days

My skin lotion
Apply on affected area twice a day for 15 days

Clavum(Amox clav) 5ml =200mg
1.5 ml twice a day after meal for 5-7 days",,,,,,Kg,716.0,1113.0,2026-01-15T17:13:53.713,,
pami,2022-01-23,2026-01-16T19:20:00.000,,,,,,,,,,,,,,,,,,,,,,
Seti,2018-01-16,2026-01-16T19:23:00.000,,,,,,,,,Robert John’s bandage,,"Pet o Cal Tab
One tablet once a day for 60 days",,,,,,Kg,717.0,1115.0,2026-01-16T19:23:37.420,,
Tobby,2016-04-13,2026-01-16T19:24:00.000,,,,,,,,,Dressing with MY skin lotion,,"Clavum 375 mg tablet
One tablet twice a day after meal for 5 days

Rabeprazole 20 mg tablet
One tablet at empty stomach for 5 days SOS

My skin lotion
Apply on affected area twice a day",,,,,8.0,Kg,718.0,1116.0,2026-01-16T19:26:30.720,,
Moto,2021-01-16,2026-01-16T19:29:00.000,,,,,,,,,"Meloxicam and Enropet inj
Dressing and cleaning",,"Clavum 375 mg tablet 
One tablet twice a day for 5 days

My skin lotion
Apply on affected area twice a day",,,,,,Kg,719.0,1117.0,2026-01-16T19:30:24.113,,
bogi,2024-11-24,2026-01-20T18:30:00.000,,,,,,,,,,,,,,,,,,,,,,
Ruru,2023-01-20,2026-01-19T18:34:00.000,,,,,,,,,,,"Ventriliv pet tablet
One tablet twice a day cont

My skin lotion
Apply on affected area twice a day ( Dry ear pinna)",,,,,,Kg,720.0,1119.0,2026-01-20T18:35:12.427,,
Ruru,2023-01-20,2026-01-19T18:35:00.000,,,,,,,,,,,,,,,,,,,,,,
Lucy,2015-06-25,2026-01-20T18:37:00.000,,104.7,Left hind limb swollen,Complete vaccination and deworming,,"VHS of Heart : 10
Within normal range",Snap test: E canis Positive,Ehrlichiosis,"Normal saline, Oxytetracycline inj, Dexamethasone inj & Pantaprazole inj.",,,,,,,,Kg,721.0,1121.0,2026-01-20T18:39:46.667,,
Max,2017-12-21,2026-01-20T18:50:00.000,,,Home visit to check wound,,,,,,Dressing with gauge and vet wrap,,Suggested for my skin lotion continuously apply till healing,,,,Wound seems to be normal. Advised to change the bandage after 2-3 days and then applied my skin lotion.,,Kg,722.0,1122.0,2026-01-20T18:52:53.330,,
Kubu,2025-10-20,2026-01-20T19:03:00.000,,,,,,,,,,,,,,,,,,,,,,
Rocky,2025-01-20,2026-01-17T19:12:00.000,,,Nail pierced wound,,,,,,"Melox inj, Cadistin inj, Enrofloxacin inj & Nai cutting",,"My skin lotion
Apply on affected area twice a day cont

Ventriliv pet tablet
One tablet twice a day cont",,,,Attained by Vet tech Youraj Singh,,Kg,723.0,1124.0,2026-01-20T19:14:14.267,,
lily,,2026-01-21T18:10:00.000,,,Home visit for blood withdrawl,,,,,,Ranivapet inj & Omitronvet inj,,"Dux liv syp
10 ml twice a day with or without meal for 10 days

Panvet tablet
two tablet once a day at empty stomach for 5 days",,,,,,Kg,724.0,1125.0,2026-01-22T18:12:31.977,,
lily,,2026-01-22T18:14:00.000,,,,,,,,,,,,,,,,,,,,,,
Labrador,2025-02-02,2026-01-22T18:24:00.000,,,,,,,,,,,,,,,,,,,,,,
Ruby,2025-02-09,2026-01-21T18:26:00.000,,,Home visit for lethargic cat,History of Anti rabies vaccination but PHC Vaccine was not given,,,,,"Anti rabies vaccination as pet parent reported it was bitten by dog
Meloxicam inj",,,,,,,,Kg,725.0,1128.0,2026-01-22T18:33:57.263,,
Ruby,2025-02-09,2026-01-22T18:34:00.000,,104,Vomition & Diarrhoea,Gone outside one day ago. Meloxicam and Anti rabies vaccination was given at home,,,,Feline Panleukopenia,"Normal saline, Ceftriaxone inj, Conciples inj & ondancetron inj",,,,,,,,Kg,726.0,1129.0,2026-01-22T18:36:18.670,,
Ruby,2025-02-09,2026-01-22T18:36:00.000,,,,,,,,,,,,,,,,,,,,,,
Lucy,2015-06-25,2026-01-20T18:40:00.000,,,,,,,,,,,,,,,,,,,,,,
Lucy,2015-06-25,2026-01-22T18:42:00.000,2026-01-24T15:43:03.923,,follow up,,,,,EHRLICHIOSIS,IMIDOCARB & Dexamethasone,,,Blood transfusion,,,Prognosis: Guarded,,Kg,727.0,1132.0,2026-01-22T18:44:15.883,,
Lucy,2015-06-25,2026-01-21T18:44:00.000,,,,,,,,,Stercilin inj & Ranitidine inj,,,,,,Follow up done by Vet Technician Youraj Singh,,Kg,728.0,1133.0,2026-01-22T18:45:24.067,,
tashi,2024-11-11,2026-01-22T18:46:00.000,,,Home visit was done to withdraw blood,,,,,,,,,,,,RUPTURED TUMOR WAS PRESENT. SIZE WAS THE SAME AS BEFORE AND IT WAS ENGORGED WITH MUSCLE,9.0,Kg,729.0,1134.0,2026-01-22T18:47:07.653,,
tashi,2024-11-11,2026-01-22T18:47:00.000,,,,,,,,,,,,,,,,,,,,,,
Bhuke,2024-01-23,2026-01-23T17:58:00.000,,,,,,,,,,,,,,,,,,,,,,
Maiya,,2026-01-02T18:03:00.000,,,,,,,,,,,,,,,,,,,,,,
Lucy,2015-06-25,2026-01-20T15:45:00.000,,,,,,,,,,,,,,,,,,,,,,
Puppy,2025-10-25,2026-01-25T15:36:00.000,,,,,,,,,,,,,,,,,,,,,,
Puppy,2025-10-25,2026-01-25T15:36:00.000,,,Dog was presented with neurological sign such as wobbly walk and circling,Salivation and one shot of Anti rabies vaccination. Dhppil vaccination was not done,,,,,,,,Saline and supportive medication,,,Pet parent denied,,Kg,730.0,1140.0,2026-01-25T15:39:24.993,,
Jacky,2014-12-08,2026-01-25T16:25:00.000,,,,,,,,,,,,,,,,,,,,,,
Khaire,2022-01-27,2026-01-26T16:13:00.000,,,Pet presented with history of coughing,"Owner reports pet was brought from village approximately 1 month ago.
Cough noticed recently.
No history of trauma, vomiting, or loss of appetite reported.",,,"X ray
Lateral and ventral dorsal view
Swollen trachea seen",,Curapet inj & Enropet inj,,"Clavum 625 mg tablet
One tablet twice a day after meal for 10 days

Dux Liv sup
10 ml once a day cont with or without meal","If the sign does not resolve, blood test is advised",,,,,Kg,731.0,1142.0,2026-01-27T16:17:20.020,,
Coini,2025-10-27,2026-01-26T19:09:00.000,,,,,,,,,,,,,,,,,,,,,,
Kanchi,2021-01-27,2026-01-26T19:02:00.000,,,,,,,,,,,,,,,,,,,,,,
Kanchi,2021-01-27,2026-01-27T19:03:00.000,,,,,,,"1. Skin impression test
NAD. Epithelial cell was observed

2. FNA
Round cell neoplasm. Cannot be graded malignancy on cytology. Histopathology needed.",,,,,,,,,,Kg,732.0,1145.0,2026-01-28T19:07:27.123,,
MoMo,2025-01-26,2026-01-27T19:14:00.000,,,,,,,,,,,,,,,,,,,,,,
Reteriver,2018-05-07,2026-01-27T19:28:00.000,,,Blood withdrawal for test,,,,,,,,,,,,,,Kg,733.0,1147.0,2026-01-28T19:29:07.687,,
Reteriver,2018-05-07,2026-01-28T19:29:00.000,,,,,,,,,,,,,,,,,,,,,,
lily,,2026-01-29T20:08:00.000,2026-01-29T20:11:27.340,101,Vomition,Normal appetite & hepatic insuffiency. Irregular heat cycle,,"Radiography(X ray)
VD/Lateral
NAD","Glucose (R) : 44mg/dl
E canis snap test: Negative",Gastroenteritis,"Normal saline. Ondancetron, Pantaprazole, Belamyl, Dextrose 50%",,,,,,,,Kg,734.0,1149.0,2026-01-29T20:09:27.010,,
Rio,2025-02-20,2026-01-30T18:35:00.000,,102.5,Vomition,,,,,Viral Gastroenteritis,"Normal saline, Omitron inj, Pantopet inj, Ceftapet inj, Belamyl inj",,,"Daily IV fluid is recommended. If Vomition doesnot control, twice a day iv fluid is advised.",,,,11.0,Kg,735.0,1150.0,2026-01-30T18:38:55.843,,
Rio,2025-02-20,2026-01-30T18:39:00.000,,,,,,,,,,,,,,,,,,,,,,
Benzo,2019-10-17,2026-01-30T19:02:00.000,,,,,,,,,,,,,,,,,,,,,,
Benzo,2019-10-17,2026-01-30T19:06:00.000,,,,,,,,,,,,,,,,,,,,,,
Benzo,2019-10-17,2026-01-30T19:07:00.000,2026-01-30T19:13:58.660,,,,,,,,,,"Pantaprazole DSR 40mg Capsule
one capsule once a day at empty stomach for 30 days

Doxycycline 100 mg capsule
one capsule thrice a day after meal for 30 days

Metron 400 mg
one tablet thrice a day after meal for 7 days","If vomiting & anorexia persists, fluid therapy (IV/SC saline) along with injectable medications is recommended.",,,,,Kg,736.0,1154.0,2026-01-30T19:09:31.280,,
Charlie,,2026-01-30T19:16:00.000,2026-02-05T19:06:08.450,,Continuous loose stool.Single episode of vomiting,,,,,,Ranivapet inj & Omitronvet inj,,"Vet solution Gastrointerstinal
one packet once a day with food for 4 days

Gutwell
Two spoon twice a day for 5 days",Fluid therapy and further diagnostics may be required if condition worsens.,,,Pet parent reported on 4th November 2026 that charlie was healed,,Kg,737.0,1155.0,2026-01-30T19:20:40.307,,
Gen Z,2025-05-31,2026-01-31T18:19:00.000,,,,,,,"Skin impression smear
Numerous keratinocytes with mild inflammatory background. Findings indicates Superficial Dermatitis",Superficial dermatitis,Cadstin inj,,"My skin lotion
Apply on affected area thrice a day

Ventriliv pet with zinc
one tablet twice a day after meal for 30 days",,,,,,Kg,738.0,1156.0,2026-01-31T18:22:39.800,,
Poco,,2026-01-31T18:36:00.000,2026-01-31T18:45:59.117,,,,,,Cytology is unremarkable. Bacteria and fungal not seen. No keratinocytes cell seen.,,,,"Ventiliv pet
one tablet once a day with or without meal for 10 days

Ventabol tablet
two tablet once a day

My skin lotion
apply on affected area twice a day",,,,,,Kg,739.0,1157.0,2026-01-31T18:38:07.443,,
TANGO,2020-07-30,2026-01-31T18:38:00.000,,,,,,,,,,,"Ventabol tablet
three tablet once a day

Ventriliv pet
one tablet twice a day with or without meal for 10 days",,,,if the corneal ulcer is increasing then medical attention is required,31.4,Kg,740.0,1158.0,2026-01-31T18:40:37.633,,
Rio,2025-02-20,2026-01-31T18:50:00.000,,,,vomition three times since last treatment,,,,,"Normal saline with ondancetron, Ranitidine, Belamyl and ceftriaxone",,,,,,,11.0,Kg,741.0,1159.0,2026-01-31T18:51:34.407,,
Nancy,,2026-01-31T18:48:00.000,,,,,,,,,,,,,,,Two canine teeth were cleaned and one incisor teeth cleaned. Right first incisor teeth is infected and movable,5.0,Kg,742.0,1160.0,2026-01-31T18:51:53.600,,
Lucky,2011-02-02,2026-02-02T18:14:00.000,,,,,,,,,,,,,,,,,,,,,,
Puku,2021-02-05,2026-02-05T16:54:00.000,2026-02-05T16:58:25.410,,Ear scratch and vomition,Complete vaccination as per pet parent,,,,Otitis externa,"Omitron pet inj
Raniva pet inj",,"Ezydoxin 100 mg tablet
One tablet once a day after meal for 10 days

My skin lotion
Apply on affected area twice a day

Salcy ear cleanser
Clean the ear once a day for 7 days",If Vomition and appetite does not resolve then Blood test is advised,,,,,Kg,743.0,1162.0,2026-02-05T16:57:52.127,,
Lily,2025-06-05,2026-02-05T18:39:00.000,,,,,,,,,,,,,,,,,,,,,,
Puntu,,2026-02-05T18:42:00.000,,,Ear issue,,,,,,,,"Zotek P
Apply as advised by vet",,,,,,Kg,744.0,1164.0,2026-02-05T18:42:37.590,,
LUFY,2023-08-29,2026-02-05T18:44:00.000,,,,,,,,,,,,,,,,,,,,,,
Lily,2022-07-23,2026-02-03T18:52:00.000,,,Anorexia and for deworming medication,,,,,,,,Iver inj & Cadistin inj,Blood test & detail examination is advised,,,,,Kg,745.0,1166.0,2026-02-05T18:53:08.987,,
Coco,2021-05-11,2026-02-04T18:54:00.000,2026-02-05T18:57:20.967,,Spaying,,,,,,,,"Ezydoxin 100 mg
One tablet twice a day after meal for 5 days

My skin lotion
Apply on affected area twice a day

Ven tab
One tablet twice a day",,,,,12.0,Kg,746.0,1167.0,2026-02-05T18:54:32.077,,
Luna,2021-05-11,2026-02-04T18:55:00.000,2026-02-05T18:56:45.243,,Spaying,,,,,,,,"Ezydoxin 100 mg
One tablet twice a day after meal for 5 days

My skin lotion
Apply on affected area twice a day

Ven tab
One tablet twice a day",,,,,4.0,Kg,747.0,1168.0,2026-02-05T18:55:32.270,,
PIXEL,2024-11-22,2026-02-04T18:58:00.000,,,Right hind limb paw injury,,,,,,,,"My skin lotion
Apply on affected area twice a day

Zotek 
Apply on affected area twice a day",,,,,2.0,Kg,748.0,1169.0,2026-02-05T18:59:38.337,,
Scooby,,2026-02-03T19:55:00.000,,,,,,,,,,,,,,,,,,,,,,
simpu,2024-11-17,2026-02-04T14:57:00.000,,,,,,,,,,,,,,,,,,,,,,
